statement,label,domain,source,correction
"We also know (the Sierra Club) paid for those reporters"" at the Palm Beach Post.",0.0,politics,politifact,
New autopsy reports suggest Jeffrey Epstein most likely died from COVID-19 complications.,1.0,politics,politifact,
Texas is one of only a handful of states that does not have an equal pay law.,1.0,politics,politifact,
"After how hard you work and how much you pay in taxes, New York City ends up getting the money. I'm Chris Jacobs. I think it's time we have someone in Albany that's making sure our region gets our fair share",1.0,politics,politifact,
"Glen Sturtevant is ""against smaller class sizes.",1.0,politics,politifact,
"The ""average federal income tax"" paid by the richest Americans is ""8%. … If you're a cop, a teacher, a firefighter, union worker, you probably pay two to three times that.",1.0,politics,politifact,
"Arizona ""could decertify"" the 2020 presidential election",0.0,politics,politifact,
"Video shows officials in Maricopa County, Arizona, ""illegally breaking into"" voting machines.",1.0,politics,politifact,
The January 6 committee disbanded immediately after the new footage was released.,1.0,politics,politifact,
"There are ""more gun deaths by far"" in the United States than any other country in the world.",1.0,politics,politifact,
The United States has never stood by and seen innocent people slaughtered to the extent that's happening in Syria.,0.0,politics,politifact,
"Says the ""bones of children"" were found on Jeffrey Epstein's island.",1.0,politics,politifact,
"The White House presented commemorative coins"" dedicated to Ukraine President Volodymyr Zelenskyy.",1.0,politics,politifact,
What is the proper collective noun for a group of baboons? Believe it or not . . . a Congress!,0.0,politics,politifact,
"King Charles III signed ""a proclamation stating that Donald Trump won the 2020 presidential election and is the rightful president by law.",0.0,politics,politifact,
"President Obama used"" his DACA order ""to unilaterally confer U.S. citizenship.",0.0,politics,politifact,
"The mass shooting in Buffalo, New York was a ""false flag event.",0.0,politics,politifact,
"Ethylene oxide used in COVID-19 testing swabs ""literally changes the structure of the building blocks of your own body.",1.0,politics,politifact,
Germany: 96% of Latest Omicron Patients were FULLY Vaccinated – Only 4% Unvaccinated,1.0,politics,politifact,
"If you go to every hospital in this country and you ask them one question, which is, 'How would it have been for you last year if every one of your bills were paid at the Medicare rate?' Every single hospital administrator said they would close.",1.0,politics,politifact,
"Says Obama said black people have the ""worst jobs, the worst housing"" and face rampant police brutality, ""but when so-called black committeemen came around election time we'd all line up and vote the straight Democratic ticket, sell our souls for a Christmas turkey.",0.0,politics,politifact,
CNN uses the same girl in 3 different Refugee Crisis pictures being saved by 3 different men.,1.0,politics,politifact,
"At Texas A&M University, only 49 out of 3,000 faculty members brought in enough money to pay for their salaries and overhead over the past five years.",1.0,politics,politifact,
Bill Gates says you don't have a choice to be vaccinated or not.,1.0,politics,politifact,
A video from British public broadcaster BBC shows the network was part of a 9/11 conspiracy.,1.0,politics,politifact,
"Gov. Romney himself, with 28 other Republican governors, supported policies that would have eliminated the time limits in the welfare reform law and allowed people to stay on welfare forever.",1.0,politics,politifact,
I was totally against the war in Iraq.,1.0,politics,politifact,
"The president in no way, form or fashion has ever promoted or encouraged violence.",1.0,politics,politifact,
Says Josh Mandel's campaign is under FBI investigation,1.0,politics,politifact,
"Says the mother of Covington student Nick Sandmann said ""I only wish the pioneers had brought more blankets with smallpox.",0.0,politics,politifact,
Says authorities found 39 children in a double wide trailer in Georgia and it's not the biggest news story in America.,1.0,politics,politifact,
50 percent of murders in Texas have been linked to illegal aliens.,1.0,politics,politifact,
Pennsylvania Federal Court grants legal authority to remove Trump after Russian Meddling.,0.0,politics,politifact,
The CDC in mid-May quietly changed its international travel recommendations to require fully vaccinated people to test negative for COVID-19 before flying to the United States.,1.0,politics,politifact,
"Richmond is ""the most vegan-friendly city.",1.0,politics,politifact,
Rivers in Oklahoma are full of catfish carrying the virus.,1.0,politics,politifact,
Children are 50 times more likely to be killed by the Covid vaccines than by the virus itself.,0.0,politics,politifact,
"Says the estate tax, ""in many cases,"" forces family farmers and small businesses owners to sell their holdings.",1.0,politics,politifact,
Says John McAfee tweeted before his death that he stored computer files in the Florida condo building that later collapsed.,1.0,politics,politifact,
"Black Lives Matter protest at Iowa Capitol was an ""insurrection"" like that on Jan. 6 at the U.S. Capitol.",1.0,politics,politifact,
"Says nobody in higher education believes Gov. Rick Perry's proposal to ""serve up $10,000 college degrees"" is possible.",1.0,politics,politifact,
"New Virginia regulations on abortion clinics ""provide the same sanitary environment we expect of dental offices.",0.0,politics,politifact,
"Drilling for oil on the Outer Continental Shelf and in parts of Alaska will  ""immediately reduce our dangerous dependence on foreign oil.",1.0,politics,politifact,
"When there is ""a noose on a college dorm of a Black student"" or a racial slur ""on a dormitory building, the odds are overwhelming that a Black student actually did that.",1.0,politics,politifact,
"On climate change, ""the temperature readings have been fabricated, and it's all blowing up in their (scientists') faces.",0.0,politics,politifact,
It's been since 1888 that a Senate of a different party than the president in the White House confirmed a Supreme Court nominee.,1.0,politics,politifact,
Mother Teresa sold babies.,1.0,politics,politifact,
Protections on pre-existing conditions have been there since the 1970s.,1.0,politics,politifact,
John doesn't have a record in the Senate. John's only passed four bills. They're all about post offices.,1.0,politics,politifact,
"Gov. Terry McAuliffe ""has made several statements that he would love to be in a Cabinet secretary position with the Clinton administration.",1.0,politics,politifact,
"Says President Trump tweeted that he spoke with George Floyd's family and said they were ""honored"" to hear from him.",0.0,politics,politifact,
"The U.S. government's inaction over buffalo killing that harmed Native American populations in the 1800s shows it is now ""is creating food shortages"" so that Americans are more ""dependent on the government.",1.0,politics,politifact,
Says CNN and other news organizations tweeted that a journalist was executed in Kabul by Taliban fighters.,1.0,politics,politifact,
"Hillary Clinton is on trial, she (supposed) to have killed"" a 10-year-old girl.",0.0,politics,politifact,
"An optional microchip for COVID-19 vaccines ""would give officials information on who has and has not been vaccinated"" and ""tracks the location of the patient.",1.0,politics,politifact,
"Says U.S. Rep. Trey Gowdy's 8-year-old son found dead ""in a dumpster in D.C.",0.0,politics,politifact,
56 million defenseless people 'rounded up and exterminated' in the 20th Century because of gun control.,1.0,politics,politifact,
"The CDC ""adjusted the US Covid deaths from 153,504 to 9,210.",0.0,politics,politifact,
Walmart is giving some women $500 grocery store credit as part of a discrimination settlement.,1.0,politics,politifact,
"The coronavirus is the common cold, folks.",1.0,politics,politifact,
Reuters reported that Nancy Pelosi bought 10 million shares of cannabis stock.,1.0,politics,politifact,
Melania Just Hit Donald Trump With Shocking Announcement He Never Saw Coming,0.0,politics,politifact,
"Says that at a campaign rally President Barack Obama ""spent so much time screaming at a protester, and frankly it was a disgrace.",0.0,politics,politifact,
"The Wisconsin Supreme Court decision declaring ballot drop boxes illegal ""includes the 2020 Presidential Election.",0.0,politics,politifact,
WHO Director-General: The vaccines are being used to kill children.,1.0,politics,politifact,
"Chicago now has City ID Cards which allow illegal immigrants to vote in local, state & federal elections.",1.0,politics,politifact,
I've been in and out of Iraq and Afghanistan over 40 times.,1.0,politics,politifact,
U.S. Sen. Saxby Chambliss votes more with Democrats than with conservatives.,1.0,politics,politifact,
"The five Guantanamo detainees swapped for Bowe Bergdahl are ""back on the battlefield.",1.0,politics,politifact,
"Says Nancy Pelosi said, ""Building a wall will violate the rights of millions of illegals."" ​",0.0,politics,politifact,
"Says Arizona, Missouri and Texas residents have a two-pet limit, so the public must ""surrender their third pet to the Humane Society.",0.0,politics,politifact,
Every single year that there's an increase (in temperature) it's within the margin of error -- meaning it isn't increasing.,0.0,politics,politifact,
"Says ""over 1 million signatures"" were submitted in attempt to recall Gov. Scott Walker.",1.0,politics,politifact,
"Forcing Americans off of their current health coverage and onto a government-run plan isn't the answer, but that's exactly what the Democrats' plan would do.",1.0,politics,politifact,
"Picture shows the ""Freedom Convoy"" trucks in Canada.",1.0,politics,politifact,
"COVID-19 ""has killed less people than the damn flu.",1.0,politics,politifact,
"Says Republicans ""just passed"" the Veterans Choice program after 44 years of trying. ""They've been trying to pass that one for many, many decades.",1.0,politics,politifact,
"Says the tax bill ""is going to cost me a fortune, this thing -- believe me. Believe me, this is not good for me.",1.0,politics,politifact,
"Says Ohio Treasurer Josh Mandel ""supports allowing the United States to default on its obligations.",0.0,politics,politifact,
Actor Macaulay Culkin died from a heroin overdose.,0.0,politics,politifact,
Says Donald Trump was back on Twitter as of May 2021.,1.0,politics,politifact,
"Says the governors of Michigan, New York and Nevada ""have issued orders banning the prescription of hydroxychloroquine to patients with COVID-19.",1.0,politics,politifact,
"Under last year's health care reform, ""a bunch of bureaucrats decide whether you get care, such as continuing on dialysis or cancer chemotherapy.",1.0,politics,politifact,
"3,000-Pound Great White Shark Captured in Great Lakes.",0.0,politics,politifact,
"Says his plan to raise car registration to $56 would still leave Virginia with a fee that's ""equal to or lower than most states.",0.0,politics,politifact,
"The new health care law will ""force seniors into Barack Obama's government-run health care program.",0.0,politics,politifact,
"Honduras ""bans citizens from owning guns"" and has the ""highest homicide rate in the entire world."" Switzerland, with a similar population, ""requires citizens to own guns"" and has the ""lowest homicide rate in the entire world.",0.0,politics,politifact,
"This idea that it's the pandemic of the unvaccinated, it's just a total lie.",1.0,politics,politifact,
"We won (Wisconsin in 2016) not so late in the evening — a little bit early in the evening, actually, which is even better.",1.0,politics,politifact,
"By the word religion in the First Amendment, the founders meant Christianity.",0.0,politics,politifact,
"Says Newt Gingrich ""has said that we should make the 11 million illegal workers that are in this country legal.",1.0,politics,politifact,
"All legislative mail, from the content to the timing, is approved by the speaker's office.",1.0,politics,politifact,
"Just on Jan. 1 of this year, there were 40,000 new laws put on the books in one day.",1.0,politics,politifact,
"Says Mitt Romney ""backed a bill that outlaws all abortions, even in cases of rape and incest.",0.0,politics,politifact,
Richard Belzer died because of a COVID-19 vaccine.,1.0,politics,politifact,
McDonald's removes their American flags in support of Antifa & BLM nationwide.,1.0,politics,politifact,
"In most Muslim countries, ""We can't have a church. We're not able to build synagogues. It's forbidden.",1.0,politics,politifact,
"Says Hillary Clinton ""has even deleted this record of total support (for the Trans-Pacific Partnership trade agreement) from her book.",0.0,politics,politifact,
"Under Barack Obama, ""the fewest number of adults are working since Jimmy Carter's presidency.",1.0,politics,politifact,
"The health care law reduces ""the number of uninsured in America by 3 percent for how much money? $2 trillion.",1.0,politics,politifact,
"Says Senate Republicans are ""following a longstanding tradition of not filling vacancies on the Supreme Court in the middle of a presidential election year.",1.0,politics,politifact,
"Says Jen Psaki said Joe Biden wants to protect ""marked people.",1.0,politics,politifact,
'The White House is now trying to protect Joe Biden by changing the definition of the word recession.',1.0,politics,politifact,
"The five states that outlaw collective bargaining for teachers all rank below 44th in the nation in test scores, while Wisconsin ranks 2nd.",1.0,politics,politifact,
"In the 2018 Florida governor's race ""votes were being stolen by the corrupt election process in Broward. … I sent in the FBI and the U.S. Attorneys, and the ballot theft immediately ended. … I stopped his Election from being stolen.",0.0,politics,politifact,
Advertisements for [Scott] Milne's travel company allow Milne to illegally use corporate funds.,1.0,politics,politifact,
"The president went on a stimulus-fueled spending binge that stuck every American man, woman and child with a $50,000 share of this $16 trillion debt.",1.0,politics,politifact,
Says Texas is the only state that exempts jet fuel from its state motor fuels tax.,1.0,politics,politifact,
"If you were a Muslim, you could come in, if you were a Christian, it was impossible.",1.0,politics,politifact,
"Says Jeff Foxworthy wrote a list of examples explaining how ""you might live in a nation that was founded by geniuses but is run by idiots.",1.0,politics,politifact,
"Says Obama said black people have the ""worst jobs, the worst housing"" and face rampant police brutality, ""but when so-called black committeemen came around election time we'd all line up and vote the straight Democratic ticket, sell our souls for a Christmas turkey.",0.0,politics,politifact,
"Says a powder has been developed that, when mixed with water, ""is being used in Germany as a mist. Health care workers go through a misting tent going into the hospital and it kills the coronavirus completely dead not only right then, but any time in the next 14 days that the virus touches anything that's been sprayed, it is killed.",0.0,politics,politifact,
Clinton Foundation ordered to cease operations – Chelsea (Clinton) charged with fraud!,0.0,politics,politifact,
"Everywhere Marie Yovanovitch went turned bad,"" including Somalia and Ukraine.",0.0,politics,politifact,
I did not say that I would not have them [Muslims] in my Cabinet.,0.0,politics,politifact,
"Businesses aren't allowed to ask customers if they've been vaccinated because ""there are HIPPA laws.",1.0,politics,politifact,
Rauner made you pay for abortions in all nine months of pregnancy.,1.0,politics,politifact,
"Child support card"" in Delaware ""controls what mothers can and cannot buy with child support money.",1.0,politics,politifact,
Creflo Dollar has endorsed Republican Donald Trump for president.,0.0,politics,politifact,
"Says Jacob Blake ""declared he had a gun in the car and was going to go get it"" and was ""brandishing"" a knife",1.0,politics,politifact,
"Low gas prices in Russia, Kuwait and Saudi Arabia show that Joe Biden's decision to cancel the Keystone Pipeline project is to blame for U.S. prices.",1.0,politics,politifact,
"Says over 1,000 mail in ballots were found in a dumpster in California.",1.0,politics,politifact,
The vast majority of individuals that we're releasing out are not showing up for hearings.,1.0,politics,politifact,
"Bush's tax cuts for high earners ""have been the biggest contributor to the budget deficit.",1.0,politics,politifact,
"Quotes Michelle Obama as saying, ""White folks are what's wrong with America.",0.0,politics,politifact,
"What is happening here is not so different from what we're seeing happening in Russia, where you have got state TV and controlled messaging across the board.",0.0,politics,politifact,
"Video shows Dr. Anthony Fauci admitting ""he failed Americans during the pandemic when unnecessarily forcing masks.",1.0,politics,politifact,
"In 2012, 1 in 4 Wisconsin schools had a subpar score on the Department of Public Instruction's recent report cards"" and are ""failing"" the children they serve.",0.0,politics,politifact,
"When George Bush became president of the United States, 17 million people were in poverty. When he left, 30 million people were in poverty.",1.0,politics,politifact,
"Quotes Joe Biden as saying ""people who have never died before are now dying from coronavirus.",0.0,politics,politifact,
Nobody is leaving Memphis. That's a myth.,0.0,politics,politifact,
"Vaccines send the immune system into ""perpetual overdrive"" by instructing cells to keep ""making the protein of an invader, nonstop, forever and ever.",1.0,politics,politifact,
"Not only is there no scientific evidence that CO2 is a pollutant, higher CO2 concentrations actually help ecosystems support more plant and animal life.",1.0,politics,politifact,
"Says no one from the Bush family attended the 2012 Republican National Convention and ""there was no President Bush"" at the 2008 convention.",1.0,politics,politifact,
"Scott Fisher ""tried to expand Obamacare in Texas and even voted for an official resolution to force 1 million Texans into Obamacare.",0.0,politics,politifact,
Early morning election results from Michigan and Wisconsin show voter fraud.,1.0,politics,politifact,
"Says Barack Obama ""didn't do executive orders in the beginning.",0.0,politics,politifact,
"Nothing was done. I mean, $25 million was spent, but we don't have that (gun ownership) database.",0.0,politics,politifact,
Black Lives Matter and antifa set Catholic church on fire in Minneapolis.,1.0,politics,politifact,
"Says there is a 4,250% increase in fetal death from the flu shot.",1.0,politics,politifact,
"In Wisconsin, we have 50% of the population paying 50%, 60%, 70%, sometimes 80% for their housing.",1.0,politics,politifact,
"Says iPads and iPhones ""are built in the United States of America.",1.0,politics,politifact,
Breaking: 3 liberal celebrities arrested for conspiracy to assassinate President Trump.,0.0,politics,politifact,
"The Wall Street Journal reporting proves that ""Pizzagate"" is real.",0.0,politics,politifact,
"Says Democratic challenger Gina Ortiz Jones has raised ""more money from Massachusetts than"" from Texas.",0.0,politics,politifact,
"The city of Minneapolis has set up a Sharia hotline for residents to report citizens who criticize Islam, in order to prosecute them for 'hate crimes.'",0.0,politics,politifact,
"Two years ago, the longest serving leader of the California republic, Jerry Brown, boldly declared in China that California is a separate nation.",0.0,politics,politifact,
"Says Jill Biden said, ""Whatever is on Hunter's laptop is not important.",1.0,politics,politifact,
"Health reform will ""give every American the same opportunity"" to buy health insurance the way members of Congress do.",1.0,politics,politifact,
"NFL lawyer, who claimed Super Bowl is 'rigged', found dead.",0.0,politics,politifact,
"The $1.9 trillion COVID-19 relief bill ""awards a $25 million bonus"" to House members.",0.0,politics,politifact,
Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!,1.0,politics,politifact,
"Fox News changed its accreditation to ""entertainment.",0.0,politics,politifact,
Video shows Ukrainian soldiers saying goodbye to loved ones amid Russia's 2022 invasion.,1.0,politics,politifact,
"A couple of debates ago, (Donald Trump) said if you don't support socialized health care, you're heartless.",0.0,politics,politifact,
"It was revealed in court"" on Feb. 23, 2022 ""that Tory Lanez DNA WAS NOT found on the weapon in the Meg Thee Stallion case.",1.0,politics,politifact,
"Photo shows ""a German mall separating the vaccinated and unvaccinated.",1.0,politics,politifact,
An analysis showed that Bernie Sanders would have won the Democratic nomination if it were not for the Super Delegates.,1.0,politics,politifact,
"In the United Kingdom, ""70-plus percent of the people who die now from COVID are fully vaccinated.",1.0,politics,politifact,
"Says ""the governor is going around the state talking about [how] we should fund an income tax cut"" that benefits higher income earners and not lower income earners",1.0,politics,politifact,
Saudi team gets $460K Rolls-Royces for upset win.,1.0,politics,politifact,
"It's not true that ""the United States was built on stolen land.",0.0,politics,politifact,
"Photo shows people protesting the 2020 election in Washington D.C. on Jan. 5, 2021.",1.0,politics,politifact,
Arnold Schwarzenegger slept on the ground in front of a bronze statue of himself because he had been turned away from a hotel.,1.0,politics,politifact,
More Tennesseans have hunting and fishing licenses than vote.,1.0,politics,politifact,
"Every other democracy in the world has a health care system that covers everybody, and we don't.",1.0,politics,politifact,
Says this poem about people staying home was written by Kathleen O'Mara in 1869.,1.0,politics,politifact,
Image shows a patient experiencing claustrophobia and having a panic attack during a CT scan.,1.0,politics,politifact,
Video shows irate airline passenger demanding a seat away from an unvaccinated passenger and being asked to leave the airplane.,1.0,politics,politifact,
Bill Gates and AOC say that a cow emits more pollution than a car.,1.0,politics,politifact,
"Says Michigan Gov. Gretchen Whitmer said, ""I will not certify the vote in my state for Donald Trump, no matter the outcome.",1.0,politics,politifact,
"Says Sarah Jeong said, ""We need a castration lottery for white men. Every month we pull a birthday, sort the excess and snip some sacks, preferably in a big public gathering.",1.0,politics,politifact,
"The pope, Xi and Putin all meet to plan world events!",1.0,politics,politifact,
"Says Tim Tebow ""kneeled in protest of abortion during the National Anthem in 2012. He was praised by fans as being a 'model American.'",1.0,politics,politifact,
The CDC director just said that 75% of 'Covid deaths' occurred in people with at least four comorbidities.,1.0,politics,politifact,
Says a demonstration with an air quality monitor shows that cloth masks are dangerous for children.,1.0,politics,politifact,
"A video shows Ukraine President Volodymyr Zelenskyy singing ""Imagine"" by John Lennon.",1.0,politics,politifact,
"The federal government is providing free solar panel installation and $8,500 incentive checks to eligible homeowners.",1.0,politics,politifact,
"The Senate immigration bill ""unleashes a massive increase in overall immigration. … We're talking about a population increase under the Senate bill of over 70 million people in 20 years.",1.0,politics,politifact,
Disney CEO Bob Chapek was arrested for human trafficking.,0.0,politics,politifact,
A photo shows a helicopter rescue mission in Afghanistan where wounded men were loaded onboard.,1.0,politics,politifact,
Says Donald Trump warned outgoing Ghana President against last-minute job appointments.,0.0,politics,politifact,
"Says Tommy Thompson favors Obama's health care mandate, was publicly thanked by Obama for health reform support and that Thompson ""says we can't repeal 'Obamacare.'",1.0,politics,politifact,
"Middle-class families throughout America (would) have to pay $6,000 per year"" to pay for tax cuts for the wealthy.",1.0,politics,politifact,
"Under Lt. Gov. Lee Fisher, Ohio is 44th in the country in terms of getting money actually into worker retraining.",1.0,politics,politifact,
"Mitt Romney: 'Trump has some very serious emotional problems, he must resign before we…'",0.0,politics,politifact,
"Dying nurse on deathbed claims she swapped more than 5,000 babies for 'fun.'",0.0,politics,politifact,
We're bankrupt.,1.0,politics,politifact,
"The health care reform bill ""would make it mandatory — absolutely require — that every five years people in Medicare have a required counseling session that will tell them how to end their life sooner.",0.0,politics,politifact,
"U.S. veteran group rescued Afghan allies ""behind Biden's back.",1.0,politics,politifact,
This decision is an unfortunate example of why those of us in Montpelier need to work together to make Vermont a more affordable place to do business and make sure our policies help businesses thrive rather than creating unique burdens and barriers to growth that make us less competitive with other states.,1.0,politics,politifact,
"The chaos at the Kabul airport as the Taliban took over Afghanistan's capital was a ""false flag event to provoke WW3.",0.0,politics,politifact,
"Says over the last two years, New Jersey Schools Development Authority employees ""have not started or completed one single school project, and I'm not talking about major school renovation. I'm talking about replacing boilers, roofs.",1.0,politics,politifact,
"Says an arms control treaty supported by Barack Obama ""could give the U.N. some authority to regulate guns.",1.0,politics,politifact,
FBI confirms evidence of huge underground Clinton sex network.,0.0,politics,politifact,
"Says Ted Cruz said: ""While there may have been an age difference, Josh Duggar's transgressions are far less an affront to God than what gays do to each other.",0.0,politics,politifact,
"Don't believe those phony numbers when you hear 4.9 and 5 percent unemployment. The number's probably 28, 29, as high as 35. In fact, I even heard recently 42 percent.",0.0,politics,politifact,
"In 2020 the ballots that were counted ""were fake ballots.",0.0,politics,politifact,
The number of followers Katie Hobbs and Kari Lake have on Instagram suggests election fraud.,0.0,politics,politifact,
"A facial recognition firm ""confirmed antifa infiltrated the Trump rally in D.C.",1.0,politics,politifact,
They removed your ability to go buy firearms the day of election.,1.0,politics,politifact,
"Says that guidance urging vaccinated people to avoid travel and continue wearing masks is ""profoundly anti-science.",0.0,politics,politifact,
"The incandescent light bulb ""has no effect whatever on the planet.",1.0,politics,politifact,
"Jill Biden makes stunning admission after"" President Joe Biden tested positive for COVID-19.",1.0,politics,politifact,
Emergency injunction and tribunal order was served to WHO … to immediately cease and desist a criminal conspiracy to commit war crimes.,0.0,politics,politifact,
"Says Sen. Bernie Sanders lived off welfare before he was elected, never held a ""9-5 job"" and hasn't proposed a single bill that passed.",1.0,politics,politifact,
"Free dental implants"" are available ""through Dental Grants.",1.0,politics,politifact,
This whole COVID thing? It's a SIMULATION.,0.0,politics,politifact,
"The science says ""open the schools, stop wearing masks outside, and everyone at low risk should start living normal lives.",1.0,politics,politifact,
"Ohio ""thought that our (voting) machines were so awful we got rid of them, but South Carolina bought them. This is true. South Carolina bought all the machines we got rid of because they were not effective.",1.0,politics,politifact,
"Photo shows ""Lynn Rothschild and her eating babies decor.",0.0,politics,politifact,
"Puerto Rico got 91 Billion Dollars for the hurricane, more money than has ever been gotten for a hurricane before.",1.0,politics,politifact,
The majority of women are minimum wage workers.,1.0,politics,politifact,
"If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs.",1.0,politics,politifact,
PolitiFact Oregon gave Rob Cornilles a Pants on Fire for a claim about taxes and fees.,0.0,politics,politifact,
"Says Rep. Alexandria Ocasio-Cortez ""called our country and our people garbage.",1.0,politics,politifact,
"Says Sen. John McCain was ""caught making highly illegal phone call to foreign country.",1.0,politics,politifact,
"Photo shows a ""massive"" crowd at a Trump rally in Wisconsin on Aug. 5, 2022.",1.0,politics,politifact,
"I supported (the surge), I argued for it. I'm the only one on this stage that did.",1.0,politics,politifact,
"George Floyd's younger brother, Dejywan Floyd, has been arrested in North Carolina for a 'road rage' shooting of a white couple, killing the mother of six sitting in the passenger seat.",1.0,politics,politifact,
Expanding Medicaid will worsen health care options for the most vulnerable among us in Texas.,1.0,politics,politifact,
"Fifty percent of our new"" Texas ""teachers don't have college degrees.",1.0,politics,politifact,
U.S. public schools don't teach the Declaration of Independence.,1.0,politics,politifact,
We don't need a separate (prescription drug) database ... Pharmacies already have a database in place.,1.0,politics,politifact,
"Says Mitch McConnell's ""biggest donor"" is a ""Russian oligarch that the GOP just lifted sanctions on.",1.0,politics,politifact,
Water-fueled car can travel from LA to NY on 22 gallons.,1.0,politics,politifact,
"Says Adolf Hitler ""didn't even sink to the level of using chemical weapons. ... He was not using the gas on his own people the same way that (Bashar al-)Assad is doing.",0.0,politics,politifact,
"On Inauguration Day, Vice President Kamala Harris ""put her clutch on top of the Bible so her hand is not touching it.",0.0,politics,politifact,
Mark Zuckerberg was arrested.,0.0,politics,politifact,
"CBS News reported that two more suspects were arrested in the Buffalo shooting, and that one more victim was identified.",1.0,politics,politifact,
"Backyard chicken flocks have stopped laying eggs, and the feed is responsible.",1.0,politics,politifact,
"Says Ohio Rep. Marcy Kaptur ""actually lives"" in ""a fancy condo in the Washington, D.C.  suburbs.",1.0,politics,politifact,
"Says Texas Rep. Terry Meza said changing the castle doctrine is meant to create a ""peaceful"" transfer of property from victims to thieves",0.0,politics,politifact,
"Says drug dealers have ""overdosed on purpose"" to avoid prosecution.",1.0,politics,politifact,
Joe Biden is no longer the President-elect according to RealClearPolitics.,1.0,politics,politifact,
"Climate change is caused by corporations using ""weather modification patents.",1.0,politics,politifact,
"Recent wildfires put more carbon in the atmosphere than ""the human race has put out in the last 100 years.",1.0,politics,politifact,
"The earthquake in Turkey is a ""scripted"" use of geo engineering weather modification HAARP",1.0,politics,politifact,
Says the Texas Education Agency follows up to make sure undocumented immigrants paying in-state tuition at Texas colleges are applying for permanent residency.,1.0,politics,politifact,
"Says Fox News and Candace Owens tweeted that ""New studies show that 68% of those who used ivermectin to treat or prevent covid are suffering long-term bowel and urinary incontinence.",1.0,politics,politifact,
"COVID-19 vaccines ""provide zero benefit relative to risk for the young and healthy.",1.0,politics,politifact,
All Democrats in the Senate and House voted to cut $280 billion out of Medicare just two months ago.,1.0,politics,politifact,
Video shows Ukrainian crisis actors come to life after pretending to be dead.,1.0,politics,politifact,
"Says a Republican U.S. House member from Texas, Rob McCaskill, tweeted that he ""can't wait for the next 9/11.",0.0,politics,politifact,
"1776 flag flying over White House!"" in January 2021. ""Revolution Signal.",1.0,politics,politifact,
"With a late-term abortion, ""the mother meets with the doctor. They take care of the baby, they wrap the baby beautifully. And then the doctor and the mother determine whether or not they will execute the baby.",1.0,politics,politifact,
"A Pentagon plan and a CDC poster proves that a ""zombie apocalypse"" is coming.",0.0,politics,politifact,
We've done more tests in eight days than South Korea has done in eight weeks.,1.0,politics,politifact,
"Says President Obama's deal ""allows Iran to produce a nuclear weapon.",1.0,politics,politifact,
"I think we're actually ahead"" on legalizing marijuana for recreational use in New York state.",1.0,politics,politifact,
"Trump ""hasn't been 'indicted.' It's all part of the Operation.",0.0,politics,politifact,
Getting the COVID-19 vaccine jeopardizes life insurance policies.,1.0,politics,politifact,
"Sen. Joni Ernst's visual aid said liberals wanted to abolish lasagna, among other things.",0.0,politics,politifact,
"An Arizona judge was ""forced to overturn"" an election and ruled ""274,000 ballots must be thrown out.",1.0,politics,politifact,
A lot of student loans are already refinanced by the federal government.,1.0,politics,politifact,
"There are a record high cases of flu in the U.S. this year, and ""last year there were none.",1.0,politics,politifact,
Student debt relief is taxable by the Internal Revenue Service.,1.0,politics,politifact,
Eric Holder is supportive of the NAACP's efforts to get the United Nations involved in our elections.,0.0,politics,politifact,
The knife was on the ground when police arrived at the scene of Ma'Khia Bryant shooting.,1.0,politics,politifact,
Medicare will be bankrupt in nine years.,1.0,politics,politifact,
"The Human Meat Project is using donated bodies and organs to create ""alternative meat consumption options.",1.0,politics,politifact,
Virginia has a responsibility to fund 55 percent of public education and is paying just 41 percent.,1.0,politics,politifact,
Says Barack Obama grew up in Kenya.,1.0,politics,politifact,
"President Barack Obama ""wants to take in 250,000 (people) from Syria.",0.0,politics,politifact,
The Michigan State University shooter is a 21-year-old man named Lynn Dee Walker.,1.0,politics,politifact,
Trump cut Social Security benefits by over $3 billion.,1.0,politics,politifact,
"Says ""Hillary Clinton's plan would bring in 620,000 refugees in her first term, alone, with no effective way to screen or vet them. Her plan would cost $400 billion in terms of lifetime welfare and entitlement costs.",1.0,politics,politifact,
NASA study says snake plants can produce enough oxygen for humans to live in a sealed room.,1.0,politics,politifact,
NAVY SEALs raid cargo ship full of smuggled children.,0.0,politics,politifact,
No economist out there is projecting that (the Build Back Better bill) will have a negative impact on inflation.,1.0,politics,politifact,
New Jersey taxpayers … will now face the highest tolls in the country.,1.0,politics,politifact,
"Fundamental changes made to the language describing the Wisconsin Idea in the University of Wisconsin System's mission statement were the result of a ""drafting error.",0.0,politics,politifact,
Trump signs Insurrection Act - General Flynn to be appointed vice president.,1.0,politics,politifact,
What (the Obama administration is) going to come out with in the next several months is you're not even going to be able to burn coal very limitedly in the existing plants.,1.0,politics,politifact,
"COVID-19 vaccinations are ""a violation of the Nuremberg code.",1.0,politics,politifact,
I'm the only candidate on this stage who has actually cut taxes.,1.0,politics,politifact,
"Climate change is ""dictated by solar activity and the moon"" and has ""nothing to do with mankind.",1.0,politics,politifact,
Dead people also voted.,0.0,politics,politifact,
The deaths at the Astroworld festival were part of a satanic ritual.,0.0,politics,politifact,
